name;reference product;database;unit;production amount;location;code;activity type;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market for anhydrite, burned;anhydrite, burned;SSP5-PkBudg500-2030;kilogram;;GLO;bcdc073df248f8e2056607c2d2b53b53;;23940;Manufacture of cement, lime and plaster;15200;"Gypsum; anhydrite; limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of[…]";OreMinFuel;Ores, minerals & fuels
market for nitrous oxide;nitrous oxide;SSP5-PkBudg500-2030;kilogram;;GLO;136787bd31d3c98cb88b3dd8e0966d4d;;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market for powertrain, for electric passenger car;powertrain, for electric passenger car;SSP5-PkBudg500-2030;kilogram;;GLO;e56e73e2509e29d118cff4d782cc563a;;27100;Manufacture of electric motors, generators, transformers and electricity di;46960;"Parts for the goods of subclasses 46910, 46921 and 46929; electrical parts n.e.c. of machinery or apparatus";MachElecTrans;Metal/electronic equipments & parts
market for dinitroaniline-compound;dinitroaniline-compound;SSP5-PkBudg500-2030;kilogram;;GLO;6fef792602c8862ceb36359d3a5a7e8e;;20210;Manufacture of pesticides and other agrochemical products;34662;Fungicides;Chemical;Chemical products
market for aluminium oxide, metallurgical;aluminium oxide, metallurgical;SSP5-PkBudg500-2030;kilogram;;RoW;c819ffd8b2666db32408aadf99fc96cb;;24200;Manufacture of basic precious and other non-ferrous metals;41432;Alumina (aluminium oxide), except artificial corundum;MetalAlloy;Basic metals & alloys, their semi-finished products
market for quicklime, in pieces, loose;quicklime, in pieces, loose;SSP5-PkBudg500-2030;kilogram;;RoW;6ee892b821472122968b70a2070a22fc;;23940;Manufacture of cement, lime and plaster;37420;Quicklime, slaked lime and hydraulic lime;GlasNonMetal;Glass & other non-metallic products
market for aluminium removed by turning, average, conventional;aluminium removed by turning, average, conventional;SSP5-PkBudg500-2030;kilogram;;GLO;2790423bf2bd8a7c4de6bce9a39ff19c;;25920;"Treatment and coating of metals; machining";39363;Waste and scrap of aluminium;AgriForeAnim;Agricultural & forestry products
market for sodium nitrate, technical grade;sodium nitrate, technical grade;SSP5-PkBudg500-2030;kilogram;;GLO;4867a68f77e5ec055eeee33d836e3c7f;;20120;Manufacture of fertilizers and nitrogen compounds;35490;Other chemical products;Chemical;Chemical products
market for aluminium, primary, liquid;aluminium, primary, liquid;SSP5-PkBudg500-2030;kilogram;;GLO;6830ce27a587d3da10826ad903765cc0;;24200;Manufacture of basic precious and other non-ferrous metals;41431;Unwrought aluminium;MetalAlloy;Basic metals & alloys, their semi-finished products
market for vermiculite;vermiculite;SSP5-PkBudg500-2030;kilogram;;GLO;b404a5a1db5d068ce9e8e1b6331fd87e;;8100;Quarrying of stone, sand and clay;16390;Other minerals n.e.c.;OreMinFuel;Ores, minerals & fuels
market for tert-butyl amine;tert-butyl amine;SSP5-PkBudg500-2030;kilogram;;GLO;dd5dd245e75dc87e0219510c31f84652;;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market for wood preservative, organic, indoor use, occasionally wet;wood preservative, organic, indoor use, occasionally wet;SSP5-PkBudg500-2030;kilogram;;GLO;2178b3c770ae64ad3140a2e5fb1405ba;;20210;Manufacture of pesticides and other agrochemical products;34500;Miscellaneous basic chemical products;Chemical;Chemical products
market for hydrogen, gaseous;hydrogen, gaseous;SSP5-PkBudg500-2030;kilogram;;GLO;c83ccaeb957e10a44b7b02cc09d026ad;;19200;Manufacture of refined petroleum products;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
market for textile, knit cotton;textile, knit cotton;SSP5-PkBudg500-2030;kilogram;;GLO;94f0a61870d567d63a9617dfe8f0aea1;;13910;Manufacture of knitted and crocheted fabrics;28190;Other knitted or crocheted fabrics;ProcBio;Textile
market for electrolyte, for solid oxide fuel cell;electrolyte, for solid oxide fuel cell;SSP5-PkBudg500-2030;kilogram;;GLO;af0765000b37d1722b2ef084eae21783;;27200;Manufacture of batteries and accumulators;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market for diborane;diborane;SSP5-PkBudg500-2030;kilogram;;GLO;15116df79892d14740b43df85b81e7e8;;20110;Manufacture of basic chemicals;34000;Basic chemicals;Chemical;Chemical products
market for mischmetal;mischmetal;SSP5-PkBudg500-2030;kilogram;;GLO;7d91dbf0dda07e9b84eb6564e2a3c35d;;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market for potassium nitrate, agricultural grade;potassium nitrate, agricultural grade;SSP5-PkBudg500-2030;kilogram;;GLO;5d05a333844f7667c0264d0b2b641f0a;;20120;Manufacture of fertilizers and nitrogen compounds;34646;Potassium nitrate;Chemical;Chemical products
market for erbium oxide;erbium oxide;SSP5-PkBudg500-2030;kilogram;;GLO;7aa2f5fc523e4a810d206a2ffa6f7fe4;;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market for aniline;aniline;SSP5-PkBudg500-2030;kilogram;;RoW;63ea017e389a07a36765e03be75c2485;;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market for borax, anhydrous, powder;borax, anhydrous, powder;SSP5-PkBudg500-2030;kilogram;;GLO;efacd80b24db5451adfa73b0b1b6d0e1;;20110;Manufacture of basic chemicals;34270;"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and thiocyanates; silicates; borates; perb[…]";Chemical;Chemical products
market for resistor, wirewound, through-hole mounting;resistor, wirewound, through-hole mounting;SSP5-PkBudg500-2030;kilogram;;GLO;00922060c0e14e463fea9bb044902df4;;26100;Manufacture of electronic components and boards;47120;Electrical resistors (except heating resistors);MachElecTrans;Metal/electronic equipments & parts
market for acrylic binder, with water, in 54% solution state;acrylic binder, with water, in 54% solution state;SSP5-PkBudg500-2030;kilogram;;RoW;65e82b8e7ddbaac441ea4660a68633d3;;20220;Manufacture of paints, varnishes and similar coatings, printing ink and mas;35110;Paints and varnishes and related products;Chemical;Chemical products
market for diethylene glycol;diethylene glycol;SSP5-PkBudg500-2030;kilogram;;GLO;5f9233ac392a35f08eff9e3aaa1bed12;;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market for chlormequat chloride;chlormequat chloride;SSP5-PkBudg500-2030;kilogram;;GLO;618b557dec53b00ba78e0c2cc9e11c2b;;20110;Manufacture of basic chemicals;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for iodine;iodine;SSP5-PkBudg500-2030;kilogram;;GLO;725eb7dbb6fc4392a05c5af12f98ac83;;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market for cow milk;cow milk;SSP5-PkBudg500-2030;kilogram;;GLO;4db9af889571989d121d634e4862aa99;;1410;Raising of cattle and buffaloes;2211;Raw milk of cattle;AgriForeAnim;Live animal, fish & their products
market for epoxy resin insulator, SiO2;epoxy resin insulator, SiO2;SSP5-PkBudg500-2030;kilogram;;GLO;e350cbee2fd7323c48489f88d6cccf75;;20130;Manufacture of plastics and synthetic rubber in primary forms;34740;"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl es[…]";PlastRub;Plastics & rubber products
market for titania slag, 85% titanium dioxide;titania slag, 85% titanium dioxide;SSP5-PkBudg500-2030;kilogram;;GLO;688c7dd02c07b5293090d38ddc098b29;;7290;Mining of other non-ferrous metal ores;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market for tractor, 4-wheel, agricultural;tractor, 4-wheel, agricultural;SSP5-PkBudg500-2030;kilogram;;GLO;ed8ee668aa39ae6aab447e4080d6ac6f;;28210;Manufacture of agricultural and forestry machinery;44140;Agricultural tractors;MachElecTrans;Metal/electronic equipments & parts
market for resorcinol;resorcinol;SSP5-PkBudg500-2030;kilogram;;GLO;f78f5dbfa94b5de5771fb779427d137e;;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market for concrete block;concrete block;SSP5-PkBudg500-2030;kilogram;;RoW;d5d9a37439be90404fe4edc571a7d9af;;23950;Manufacture of articles of concrete, cement and plaster;37510;Non-refractory mortars and concretes;GlasNonMetal;Glass & other non-metallic products
market for bromopropane;bromopropane;SSP5-PkBudg500-2030;kilogram;;GLO;29f41cba579ca70c42aa6ef889cc5045;;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for frit, for cathode ray tube display;frit, for cathode ray tube display;SSP5-PkBudg500-2030;kilogram;;GLO;c2569468b06ae2d48becacd29a0979f2;;23100;Manufacture of glass and glass products;35110;Paints and varnishes and related products;Chemical;Chemical products
market for sodium silicate, without water, in 48% solution state;sodium silicate, without water, in 48% solution state;SSP5-PkBudg500-2030;kilogram;;RoW;12f157a7ed92bccbca7027320cc7b543;;20110;Manufacture of basic chemicals;34270;"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and thiocyanates; silicates; borates; perb[…]";Chemical;Chemical products
market for triethanolamine;triethanolamine;SSP5-PkBudg500-2030;kilogram;;GLO;c356fda02086965b25facf1d758ee233;;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market for hydrogen, gaseous, 60-year period;hydrogen, gaseous;SSP5-PkBudg500-2030;kilogram;;World;ea3e99e168454c0caf471143c28aba17;;19200;Manufacture of refined petroleum products;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
market for potassium chloride sludge;potassium chloride sludge;SSP5-PkBudg500-2030;kilogram;;GLO;4772963a051cef17d7ca63c64215cdf3;;1610;Support activities for crop production;34659;Fertilizers n.e.c.;Chemical;Chemical products
market for cyclohexanol;cyclohexanol;SSP5-PkBudg500-2030;kilogram;;RoW;d06fd409d03bd7339dd73b9fc3778a76;;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market for jute plant, harvested;jute plant, harvested;SSP5-PkBudg500-2030;kilogram;;GLO;8dae98bf86fa5271c78942d668f6948a;;1160;Growing of fibre crops;1922;Jute, kenaf, and other textile bast fibres, raw or retted, except flax, true hemp and ramie;AgriForeAnim;Agricultural & forestry products
market for inductor, ring core choke type;inductor, ring core choke type;SSP5-PkBudg500-2030;kilogram;;GLO;19a480d38bf01436495ae2ed74d78fc9;;26100;Manufacture of electronic components and boards;47100;"Electronic valves and tubes; electronic components; parts thereof";MachElecTrans;Metal/electronic equipments & parts
market for iron(II) chloride;iron(II) chloride;SSP5-PkBudg500-2030;kilogram;;GLO;6c802a66fa6db44788fe1160026ad951;;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for uranium, enriched 3.8%, in fuel element for light water reactor;uranium, enriched 3.8%, in fuel element for light water reactor;SSP5-PkBudg500-2030;kilogram;;GLO;01b59183a0dadb469528a825385e8af7;;20110;Manufacture of basic chemicals;33620;"Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";OreMinFuel;Ores, minerals & fuels
market for natural gas, high pressure, vehicle grade;natural gas, high pressure, vehicle grade;SSP5-PkBudg500-2030;kilogram;;GLO;01325356fdc88b89e81180cc2a30b0e2;;35200;"Manufacture of gas; distribution of gaseous fuels through mains";69120;Gas distribution through mains (on own account);OreMinFuel;Ores, minerals & fuels
market for ethoxylated alcohol (AE>20);ethoxylated alcohol (AE>20);SSP5-PkBudg500-2030;kilogram;;GLO;3119c8c7b8b5adeb6cf3a23587735d68;;20230;Manufacture of soap and detergents, cleaning and polishing preparations, pe;35310;Organic surface active agents, except soap;Chemical;Chemical products
market for battery, Li-sulfur, Li-S;battery, Li-S;SSP5-PkBudg500-2030;kilogram;1.0;GLO;3d3764ba28b84b57b5fb376414464d2c;;-1;missing;-1;missing;;
market for electrolyte, copper-rich;electrolyte, copper-rich;SSP5-PkBudg500-2030;kilogram;;GLO;a1405c9bbcc29c27dd0ad0c0b58a3504;;7290;Mining of other non-ferrous metal ores;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market for anode, graphite, for Li-ion battery;anode, graphite, for Li-ion battery;SSP5-PkBudg500-2030;kilogram;;RoW;f598011ad327f7382fcad4b120caeb36;;27200;Manufacture of batteries and accumulators;46950;Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbo[…];MachElecTrans;Metal/electronic equipments & parts
market for methylcyclopentane;methylcyclopentane;SSP5-PkBudg500-2030;kilogram;;GLO;2c6782a682494e89f2916a0304a7c50a;;19200;Manufacture of refined petroleum products;34100;Basic organic chemicals;Chemical;Chemical products
market for sawnwood, paraná pine, dried (u=10%);sawnwood, paraná pine, dried (u=10%);SSP5-PkBudg500-2030;cubic meter;;RoW;b845e03311dcb7f4c4cdae96748f6529;;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market for weaned heifers, live weight;weaned heifers, live weight;SSP5-PkBudg500-2030;kilogram;;RoW;3effb0fdec696b32690e468a442a0f90;;1410;Raising of cattle and buffaloes;2111;Cattle;AgriForeAnim;Live animal, fish & their products
market for retention aid, for paper production;retention aid, for paper production;SSP5-PkBudg500-2030;kilogram;;RoW;06cef0e50c8d3a495db73945c9a683bb;;20110;Manufacture of basic chemicals;34000;Basic chemicals;Chemical;Chemical products
market for transistor, wired, big size, through-hole mounting;transistor, wired, big size, through-hole mounting;SSP5-PkBudg500-2030;kilogram;;GLO;56bcfbadb1e9ddbb4ec76584efdc9653;;26100;Manufacture of electronic components and boards;47150;"Diodes, transistors and similar semi-conductor devices; photosensitive semi-conductor devices; light emitting […]";MachElecTrans;Metal/electronic equipments & parts
market for polyphenylene sulfide;polyphenylene sulfide;SSP5-PkBudg500-2030;kilogram;;GLO;99336db2446b51b8f056be971845df59;;20130;Manufacture of plastics and synthetic rubber in primary forms;34700;Plastics in primary forms;PlastRub;Plastics & rubber products
market for potato seed, at farm;potato seed, at farm;SSP5-PkBudg500-2030;kilogram;;GLO;11c00e1eb590d1f2420d36b8a601ccdc;;1130;Growing of vegetables and melons, roots and tubers;1510;Potatoes;AgriForeAnim;Agricultural & forestry products
market for barium hydroxide;barium hydroxide;SSP5-PkBudg500-2030;kilogram;;GLO;71dc04279a586159024337504f7e4d5f;;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market for sulfur trioxide;sulfur trioxide;SSP5-PkBudg500-2030;kilogram;;RoW;d3575708df6d299e63624c8d0456c52e;;20110;Manufacture of basic chemicals;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
market for pesticide, unspecified;pesticide, unspecified;SSP5-PkBudg500-2030;kilogram;;GLO;86c4b4a51a0bad9dc60cb04216518e4a;;20210;Manufacture of pesticides and other agrochemical products;34600;Fertilizers and pesticides;Chemical;Chemical products
market for mint;mint;SSP5-PkBudg500-2030;kilogram;;GLO;9e9c0105e64eb9c9127d52cf4115da9c;;1280;Growing of spices, aromatic, drug and pharmaceutical crops;1930;Plants and parts of plants used primarily in perfumery, in pharmacy, or for insecticidal, fungicidal or simila[…];AgriForeAnim;Agricultural & forestry products
market for wheat seed, for sowing;wheat seed, for sowing;SSP5-PkBudg500-2030;kilogram;;GLO;f3be03db6ad2528cb4cb89ad5f469528;;1640;Seed processing for propagation;1111;Wheat, seed;AgriForeAnim;Agricultural & forestry products
market for barium oxide;barium oxide;SSP5-PkBudg500-2030;kilogram;;GLO;25732b5e2ffc14ebb8ed8eee500862b6;;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market for meat and bone meal;meat and bone meal;SSP5-PkBudg500-2030;kilogram;;RoW;61ca559a64688c9f7b0a90a4d269fc3e;;10100;Processing and preserving of meat;39110;Raw offal, inedible (including pigs' bristles, horse hair, animal guts, bird skins, feathers, bones and ivory);AgriForeAnim;Agricultural & forestry products
market for steam, in chemical industry;steam, in chemical industry;SSP5-PkBudg500-2030;kilogram;;RoW;b039df81040a0499567c2c2314486d97;;35300;Steam and air conditioning supply;17300;Steam and hot water;OreMinFuel;Ores, minerals & fuels
market for glucose;glucose;SSP5-PkBudg500-2030;kilogram;;GLO;dc969feea93bb51e6138d2b6e632c3e4;;10620;Manufacture of starches and starch products;23210;"Glucose and glucose syrup; fructose and fructose syrup; lactose and lactose syrup; invert sugar; sugars and su[…]";ProcBio;Food & beverages, animal feed
market for pig iron;pig iron;SSP5-PkBudg500-2030;kilogram;;RoW;a309624068522e73107aef09fc7aca59;;24100;Manufacture of basic iron and steel;41111;Pig iron and spiegeleisen in pigs, blocks or other primary forms;MetalAlloy;Basic metals & alloys, their semi-finished products
market for sawnwood, hardwood, raw;sawnwood, hardwood, raw;SSP5-PkBudg500-2030;cubic meter;;GLO;7752e33a0bd5a6347d125c67da9dcd85;;16100;Sawmilling and planing of wood;31102;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of non-coniferous wood;ProcBio;Wood, straw & cork
market for iceberg lettuce;iceberg lettuce;SSP5-PkBudg500-2030;kilogram;;GLO;7b6e8f44cc8b154d6349e477208ac787;;1130;Growing of vegetables and melons, roots and tubers;1214;Lettuce and chicory;AgriForeAnim;Agricultural & forestry products
market for lime mortar;lime mortar;SSP5-PkBudg500-2030;kilogram;;GLO;b317eba5a2eb73cf5f458f3780d4c035;;23940;Manufacture of cement, lime and plaster;37000;Glass and glass products and other non-metallic products n.e.c.;GlasNonMetal;Glass & other non-metallic products
market for fodder beet, Swiss integrated production;fodder beet, Swiss integrated production;SSP5-PkBudg500-2030;kilogram;;GLO;a1216e2aebabf2178d9e5b478c027d49;;1190;Growing of other non-perennial crops;1919;Forage products, n.e.c.;AgriForeAnim;Agricultural & forestry products
market for ethephon;ethephon;SSP5-PkBudg500-2030;kilogram;;GLO;b6035e6be316772a9444f6b161da81b5;;20110;Manufacture of basic chemicals;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for cement mortar;cement mortar;SSP5-PkBudg500-2030;kilogram;;World;6b5ebb6cc77748b9bb94650731532566;;23940;Manufacture of cement, lime and plaster;37000;Glass and glass products and other non-metallic products n.e.c.;GlasNonMetal;Glass & other non-metallic products
market for iron sinter;iron sinter;SSP5-PkBudg500-2030;kilogram;;GLO;d8e765ad693d6328c69b411f2b8cb3e7;;24100;Manufacture of basic iron and steel;41116;Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets[…];MetalAlloy;Basic metals & alloys, their semi-finished products
market for cement, type general use;cement, type general use;SSP5-PkBudg500-2030;kilogram;;World;811c8eacbd094272921ad62b46ae992e;;23940;Manufacture of cement, lime and plaster;37400;Plaster, lime and cement;GlasNonMetal;Glass & other non-metallic products
market for mandarin, processing grade;mandarin, processing grade;SSP5-PkBudg500-2030;kilogram;;GLO;071c1d06be86bcac5ce6df770846da52;;1230;Growing of citrus fruits;1324;Tangerines, mandarins, clementines;AgriForeAnim;Agricultural & forestry products
market for agricultural machinery, unspecified;agricultural machinery, unspecified;SSP5-PkBudg500-2030;kilogram;;GLO;f3d52a0206e1917e9e9121d03919bfb8;;28210;Manufacture of agricultural and forestry machinery;44100;Agricultural or forestry machinery and parts thereof;MachElecTrans;Metal/electronic equipments & parts
market for sawnwood, board, softwood, dried (u=20%), planed;sawnwood, board, softwood, dried (u=20%), planed;SSP5-PkBudg500-2030;cubic meter;;RoW;256a3a34b53e9da99b95d4c3d63290c9;;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market for diesel, low-sulfur;diesel, low-sulfur;SSP5-PkBudg500-2030;kilogram;;World;ca4309a110f145f0ac4cddaed14a8677;;19200;Manufacture of refined petroleum products;33360;Gas oil;OreMinFuel;Ores, minerals & fuels
market for sodium hydrogen sulfite;sodium hydrogen sulfite;SSP5-PkBudg500-2030;kilogram;;GLO;11b3d2839881c7abbd9dac6aa2c1e7b2;;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for sawnwood, beam, softwood, raw, dried (u=20%);sawnwood, beam, softwood, raw, dried (u=20%);SSP5-PkBudg500-2030;cubic meter;;RoW;b2223208f0b5785909ff8e3bb25bb84d;;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market for funnel glass, for cathode ray tube display;funnel glass, for cathode ray tube display;SSP5-PkBudg500-2030;kilogram;;GLO;27f701452be69ef529a87361bcf2e5a6;;23100;Manufacture of glass and glass products;37190;Other glass articles;GlasNonMetal;Glass & other non-metallic products
market for fraction 8 from naphtha separation;fraction 8 from naphtha separation;SSP5-PkBudg500-2030;kilogram;;GLO;3b91748385324727cd119199cb5e2c75;;19200;Manufacture of refined petroleum products;34100;Basic organic chemicals;Chemical;Chemical products
market for fluorescent whitening agent, distyrylbiphenyl type;fluorescent whitening agent, distyrylbiphenyl type;SSP5-PkBudg500-2030;kilogram;;GLO;203449e2f4a62d5e07e1ead9daff6c3d;;20110;Manufacture of basic chemicals;34310;"Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a kind used a[…]";Chemical;Chemical products
market for adipic acid;adipic acid;SSP5-PkBudg500-2030;kilogram;;GLO;49fc57fc01403a896d898c82229938da;;20110;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
market for copper oxide;copper oxide;SSP5-PkBudg500-2030;kilogram;;GLO;1f4debd8c2b5365631a4f1b5ef851db1;;20110;Manufacture of basic chemicals;34220;"Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";Chemical;Chemical products
market for titanium sponge;titanium sponge;SSP5-PkBudg500-2030;kilogram;;GLO;a716c203c8d5cf01bc72a2e443304c70;;24200;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market for bitumen seal, polymer EP4 flame retardant;bitumen seal, polymer EP4 flame retardant;SSP5-PkBudg500-2030;kilogram;;GLO;5bab56a32812b0a290372823ca55d69d;;23990;Manufacture of other non-metallic mineral products n.e.c.;37940;Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related su[…];GlasNonMetal;Glass & other non-metallic products
market for palm kernel oil, crude;palm kernel oil, crude;SSP5-PkBudg500-2030;kilogram;;GLO;d3a8898c0d3a62cadc0c3abb22395a80;;10400;Manufacture of vegetable and animal oils and fats;21691;Other vegetable oils, crude or refined, n.e.c.;ProcBio;Food & beverages, animal feed
market for sunflower seed, for sowing;sunflower seed, for sowing;SSP5-PkBudg500-2030;kilogram;;GLO;a0e9abe4977c56cd747714b7226992b3;;1640;Seed processing for propagation;1445;Sunflower seed;AgriForeAnim;Agricultural & forestry products
market for hydrogen fluoride;hydrogen fluoride;SSP5-PkBudg500-2030;kilogram;;RoW;a8545fdf18ae8f75037b9a345930690e;;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market for tomato, fresh grade;tomato, fresh grade;SSP5-PkBudg500-2030;kilogram;;GLO;461b8632da46daefbb306fa8a317e3c5;;1130;Growing of vegetables and melons, roots and tubers;1234;Tomatoes;AgriForeAnim;Agricultural & forestry products
market for foam glass;foam glass;SSP5-PkBudg500-2030;kilogram;;GLO;ed301b3b8b5ff5cb918688cc94672b6a;;23990;Manufacture of other non-metallic mineral products n.e.c.;37117;Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or co[…];GlasNonMetal;Glass & other non-metallic products
market for fluosilicic acid, without water, in 22% solution state;fluosilicic acid, without water, in 22% solution state;SSP5-PkBudg500-2030;kilogram;;GLO;f32c2d20d3bb4032738b51a09ef73f1b;;20120;Manufacture of fertilizers and nitrogen compounds;34000;Basic chemicals;Chemical;Chemical products
market for enzymes;enzymes;SSP5-PkBudg500-2030;kilogram;;GLO;b79ba3061db6e478eb5a7cfb714c7fe9;;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market for molybdenum;molybdenum;SSP5-PkBudg500-2030;kilogram;;GLO;0f23c62795fba0e3169d798d7048a26f;;24200;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market for nitric oxide;nitric oxide;SSP5-PkBudg500-2030;kilogram;;GLO;21654043f57c19bba93db52a624bcba1;;20110;Manufacture of basic chemicals;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
market for magnesium chloride, from hafnium sponge production;magnesium chloride, from hafnium sponge production;SSP5-PkBudg500-2030;kilogram;;GLO;88f3a80f97d250998bbdb1fb71d3cdaa;;24200;Manufacture of basic precious and other non-ferrous metals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market for single superphosphate;single superphosphate;SSP5-PkBudg500-2030;kilogram;;RoW;7f129f2801ad151d62a1935f53e2f7d6;;20120;Manufacture of fertilizers and nitrogen compounds;34621;Superphosphate;Chemical;Chemical products
market for cement, CEM V/A;cement, CEM V/A;SSP5-PkBudg500-2030;kilogram;;RoW;57fe1cebd6be2d1b02727ed2e1997e57;;23940;Manufacture of cement, lime and plaster;37440;Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;GlasNonMetal;Glass & other non-metallic products
market for alkyd resin, long oil, without solvent, in 70% white spirit solution state;alkyd resin, long oil, without solvent, in 70% white spirit solution state;SSP5-PkBudg500-2030;kilogram;;RoW;99c04573f900a180af16738a505d3b5c;;20220;Manufacture of paints, varnishes and similar coatings, printing ink and mas;35110;Paints and varnishes and related products;Chemical;Chemical products
market for wheat seed, organic, for sowing;wheat seed, organic, for sowing;SSP5-PkBudg500-2030;kilogram;;GLO;4536b44367ab0eea6c7ff445cd2bb1db;;1640;Seed processing for propagation;1111;Wheat, seed;AgriForeAnim;Agricultural & forestry products
